course_id,course_title,course_url,course_instructor,course_rating,course_duration,course_details,course_level,course_no_of_reviews,course_no_of_enrolled
ps_46,Web Performance for Progressive Web Apps,https://www.pluralsight.com/courses/web-performance-progressive-web-apps,Yaser Mehraban,4.9,1.8836111111111111,,2,13,
ps_47,Developing an Asynchronous ASP.NET Core Web API,https://www.pluralsight.com/courses/asp-dot-net-core-6-web-api-developing-asynchronous,Kevin Dockx,4.9,3.7358333333333333,,3,110,
ps_48,Microsoft Azure Developer: Web Jobs,https://www.pluralsight.com/courses/microsoft-azure-web-jobs,Matt Milner,4.2,1.0958333333333332,,2,113,
ps_49,Progressive Web App Fundamentals,https://www.pluralsight.com/courses/progressive-web-app-fundamentals,Nik Molnar,4.4,2.9422222222222225,,2,81,
ps_50,Introduction to the Web,https://www.pluralsight.com/courses/introduction-web-2328,Susan Simkins,4.1,2.4897222222222224,,1,132,
ps_51,Progressive Web Apps: Sensor Integrations,https://www.pluralsight.com/courses/progressive-web-apps-sensor-integrations,Glen Smith,5.0,1.9347222222222222,,2,12,
ps_52,Deep Dive into Web Push Notifications,https://www.pluralsight.com/courses/web-push-notifications-deep-dive,Harit Himanshu,4.5,1.4083333333333332,,2,20,
ps_53,Building Web Applications with Node.js and Express,https://www.pluralsight.com/courses/nodejs-express-web-applications-building,Jonathan Mills,4.5,2.8511111111111114,,2,116,
ps_54,Designing Progressive Web Apps,https://www.pluralsight.com/courses/designing-progressive-web-apps,Maximiliano Firtman,4.7,2.054722222222222,,1,28,
ps_55,Making a Web Form Accessible,https://www.pluralsight.com/courses/web-form-accessible,Fiona Holder,4.9,1.7925,,2,77,
ps_56,Publishing Progressive Web Apps,https://www.pluralsight.com/courses/publishing-progressive-web-apps,Maximiliano Firtman,5.0,1.9627777777777777,,2,11,
ps_57,Getting Started with Progressive Web Apps,https://www.pluralsight.com/courses/web-apps-progressive-getting-started,Bill Stavroulakis,4.5,1.9708333333333334,,2,82,
ps_58,Advanced Progressive Web Apps,https://www.pluralsight.com/courses/advanced-progressive-web-apps,Maximiliano Firtman,4.5,2.2963888888888886,,2,12,
ps_59,Copilot for Web,https://www.pluralsight.com/courses/copilot-web,Vlad Catrinescu,,1.436388888888889,,1,,
ps_60,Working with Audio and Video in Web Pages,https://www.pluralsight.com/courses/audio-video-in-web-pages,Shawn Wildermuth,4.7,1.0330555555555554,,2,73,
ps_61,Designing RESTful Web APIs,https://www.pluralsight.com/courses/restful-web-apis-designing,Shawn Wildermuth,,1.7838888888888889,,2,,
ps_62,Build Web Apps in Python with Streamlit 0.8,https://www.pluralsight.com/courses/build-web-apps-python-streamlit,Dan Tofan,4.9,2.0883333333333334,,1,34,
ps_63,Securing Java Web Application Data,https://www.pluralsight.com/courses/securing-java-web-application-data,Josh Cummings,3.5,2.6894444444444447,,2,42,
ps_64,Microsoft Azure Developer: Develop Message-based Solutions,https://www.pluralsight.com/courses/microsoft-azure-developer-develop-message-based-solutions,David Tucker,4.9,0.9327777777777777,,2,89,
ps_65,Designing RESTful Web APIs,https://www.pluralsight.com/courses/designing-restful-web-apis,Shawn Wildermuth,4.7,2.1130555555555555,,1,712,
ps_66,Microsoft Project for the Web Fundamentals,https://www.pluralsight.com/courses/microsoft-project-web-fundamentals,Ben Howard,4.7,1.996388888888889,,1,11,
ps_67,Provision and Configure Web Applications in SharePoint 2016,https://www.pluralsight.com/courses/provision-configure-web-applications-sharepoint-2016,Vlad Catrinescu,4.5,1.8061111111111112,,2,19,
ps_68,Creating Web Applications with Go,https://www.pluralsight.com/courses/creating-web-applications-go-update,Mike Van Sickle,4.5,4.804722222222222,,2,90,
ps_69,Building UIs with the Web Animations API,https://www.pluralsight.com/courses/web-animations-api-building-uis,Leon Revill,,2.690277777777778,,1,,
ps_70,Exploring Web Scraping with Python,https://www.pluralsight.com/courses/exploring-web-scraping-python,Clarke Bishop,4.2,1.5733333333333333,,1,128,
ps_71,WebAssembly: The Big Picture,https://www.pluralsight.com/courses/web-assembly-big-picture,Barry Luijbregts,4.2,0.7038888888888889,,1,178,
ps_72,Introduction to Developing Custom Components with ARIA 1,https://www.pluralsight.com/courses/introduction-developing-custom-components-aria,Gerard K. Cohen,4.9,1.4983333333333333,,1,23,
ps_73,HTML5 Web Component Fundamentals,https://www.pluralsight.com/courses/web-components-shadow-dom,Cory House,4.6,5.06,,1,487,
